date,region,type,price,rainfall,fuel_price
2022-12-18,Antananarivo,Tsipala,2543.0,115.82748962232417,4528.221281886228
2022-12-25,Antananarivo,Tsipala,2540.0,82.35800733336374,4540.654746423442
2023-01-01,Antananarivo,Tsipala,2684.0,95.20373688423587,4558.8939686343
2023-01-08,Antananarivo,Tsipala,3102.0,113.17865658321037,4552.556292304582
2023-01-15,Antananarivo,Tsipala,2610.0,117.74624666214255,4536.3951733230615
2023-01-22,Antananarivo,Tsipala,2770.0,75.17659543027364,4559.5463629634805
2023-01-29,Antananarivo,Tsipala,2745.0,105.57651676135333,4575.780375070531
2023-02-05,Antananarivo,Tsipala,2693.0,107.05544866552717,4559.981758276628
2023-02-12,Antananarivo,Tsipala,2722.0,173.51836302651776,4572.298806963867
2023-02-19,Antananarivo,Tsipala,2844.0,122.05278352058512,4581.108136862554
2023-02-26,Antananarivo,Tsipala,2823.0,171.66684332845963,4561.446638843138
2023-03-05,Antananarivo,Tsipala,2921.0,163.4504382937012,4586.104560484222
2023-03-12,Antananarivo,Tsipala,2890.0,151.8013004338705,4562.817595660029
2023-03-19,Antananarivo,Tsipala,2877.0,179.7281236505351,4562.8361915658425
2023-03-26,Antananarivo,Tsipala,3084.0,164.25421023265818,4589.599648557738
2023-04-02,Antananarivo,Tsipala,2977.0,114.69742524984005,4588.561529636529
2023-04-09,Antananarivo,Tsipala,3117.0,160.12355943702715,4598.498901201147
2023-04-16,Antananarivo,Tsipala,3116.0,163.18300596784914,4606.663391559384
2023-04-23,Antananarivo,Tsipala,3135.0,116.79151919697411,4596.383929649618
2023-04-30,Antananarivo,Tsipala,3090.0,152.9113871292569,4616.611993566533
2023-05-07,Antananarivo,Tsipala,3170.0,169.23732943806877,4609.679909075811
2023-05-14,Antananarivo,Tsipala,3133.0,174.99586418236132,4605.2688436936105
2023-05-21,Antananarivo,Tsipala,3254.0,144.55678755155313,4640.494597989581
2023-05-28,Antananarivo,Tsipala,3165.0,131.42314496531196,4618.820852624374
2023-06-04,Antananarivo,Tsipala,3213.0,144.78288243907195,4612.682654202035
2023-06-11,Antananarivo,Tsipala,3282.0,113.18818060823932,4626.5481330737675
2023-06-18,Antananarivo,Tsipala,3134.0,80.96387363534409,4623.341465917661
2023-06-25,Antananarivo,Tsipala,3203.0,123.26779647156097,4645.198009525886
2023-07-02,Antananarivo,Tsipala,3281.0,137.04799857616632,4633.855939884464
2023-07-09,Antananarivo,Tsipala,3229.0,123.90152692154386,4654.011359132613
2023-07-16,Antananarivo,Tsipala,3146.0,29.069863681931288,4642.790381896133
2023-07-23,Antananarivo,Tsipala,3194.0,95.0041632649357,4647.558335466654
2023-07-30,Antananarivo,Tsipala,3158.0,69.34327558766117,4645.806070135856
2023-08-06,Antananarivo,Tsipala,3090.0,103.47917283192764,4658.049682547577
2023-08-13,Antananarivo,Tsipala,2986.0,58.813560447604,4658.930798725394
2023-08-20,Antananarivo,Tsipala,2994.0,58.78366347013102,4648.819857926166
2023-08-27,Antananarivo,Tsipala,3018.0,64.02053159359241,4669.386622063511
2023-09-03,Antananarivo,Tsipala,2963.0,79.28058442172826,4671.497745637215
2023-09-10,Antananarivo,Tsipala,2932.0,47.148297874833,4673.942028621563
2023-09-17,Antananarivo,Tsipala,2850.0,55.52701893051372,4682.884908326064
2023-09-24,Antananarivo,Tsipala,2903.0,83.21096744167406,4683.417759965887
2023-10-01,Antananarivo,Tsipala,2833.0,74.25688271382782,4677.465644408388
2023-10-08,Antananarivo,Tsipala,2794.0,44.02949820040614,4692.882667340508
2023-10-15,Antananarivo,Tsipala,2732.0,63.14014479702581,4691.0716234986885
2023-10-22,Antananarivo,Tsipala,2745.0,36.03084724139289,4672.847940116446
2023-10-29,Antananarivo,Tsipala,2683.0,49.29997702944543,4703.063574506293
2023-11-05,Antananarivo,Tsipala,2713.0,86.27162846052093,4699.039725946806
2023-11-12,Antananarivo,Tsipala,2660.0,87.29108504056497,4678.126114039301
2023-11-19,Antananarivo,Tsipala,2745.0,42.55979655258379,4702.512834313349
2023-11-26,Antananarivo,Tsipala,2771.0,88.68629646585636,4725.505713689627
2023-12-03,Antananarivo,Tsipala,2796.0,74.50464522763478,4703.201608462115
2023-12-10,Antananarivo,Tsipala,3317.0,79.10144506494412,4727.858473048676
2023-12-17,Antananarivo,Tsipala,2817.0,73.08349640583047,4712.360408831648
2023-12-24,Antananarivo,Tsipala,2687.0,106.58789499595824,4704.105685016801
2023-12-31,Antananarivo,Tsipala,2722.0,111.78278718055948,4743.168128671298
2024-01-07,Antananarivo,Tsipala,2818.0,106.3413902231499,4727.979443922881
2024-01-14,Antananarivo,Tsipala,2865.0,151.06200336406653,4745.9072358614985
2024-01-21,Antananarivo,Tsipala,2922.0,111.59561118206234,4740.921574907412
2024-01-28,Antananarivo,Tsipala,2913.0,70.64178839812834,4742.429322452144
2024-02-04,Antananarivo,Tsipala,2994.0,150.28758711177917,4745.883005875225
2024-02-11,Antananarivo,Tsipala,2920.0,152.3208633032215,4751.325949082278
2024-02-18,Antananarivo,Tsipala,2991.0,154.29097076442056,4750.536724439747
2024-02-25,Antananarivo,Tsipala,3120.0,181.77448169243894,4768.46267343123
2024-03-03,Antananarivo,Tsipala,3053.0,168.96813431009681,4750.730074054894
2024-03-10,Antananarivo,Tsipala,3245.0,192.03546534311073,4777.939381997983
2024-03-17,Antananarivo,Tsipala,3186.0,136.88671703564532,4767.804541120887
2024-03-24,Antananarivo,Tsipala,3158.0,132.08341580199055,4756.180046774068
2024-03-31,Antananarivo,Tsipala,3245.0,152.84138189921643,4779.247012616654
2024-04-07,Antananarivo,Tsipala,3287.0,176.96581770121233,4785.645299085408
2024-04-14,Antananarivo,Tsipala,3373.0,186.35262780934136,4781.695025212647
2024-04-21,Antananarivo,Tsipala,3398.0,129.40099373090567,4804.236005675425
2024-04-28,Antananarivo,Tsipala,3335.0,147.03125301230168,4783.4252282858515
2024-05-05,Antananarivo,Tsipala,3351.0,181.8338517744205,4786.670991812149
2024-05-12,Antananarivo,Tsipala,3402.0,152.09306663898485,4789.9625838716165
2024-05-19,Antananarivo,Tsipala,3360.0,147.2696870173287,4793.716547602941
2024-05-26,Antananarivo,Tsipala,3305.0,133.18558971612902,4806.354645246467
2024-06-02,Antananarivo,Tsipala,3507.0,140.8410596531109,4807.786191920659
2024-06-09,Antananarivo,Tsipala,3340.0,89.39637969949464,4797.926671828252
2024-06-16,Antananarivo,Tsipala,3365.0,109.5652687885142,4805.847708092921
2024-06-23,Antananarivo,Tsipala,3315.0,81.77868179281246,4805.468201690772
2024-06-30,Antananarivo,Tsipala,3445.0,134.48688996462,4808.045665427054
2024-07-07,Antananarivo,Tsipala,3395.0,122.06988835719913,4839.100424894835
2024-07-14,Antananarivo,Tsipala,3382.0,83.57870566181879,4820.3981347478175
2024-07-21,Antananarivo,Tsipala,3224.0,41.505414073185065,4835.290077001493
2024-07-28,Antananarivo,Tsipala,3266.0,94.83666024414121,4828.714999951779
2024-08-04,Antananarivo,Tsipala,3230.0,78.59574288634809,4836.778029157399
2024-08-11,Antananarivo,Tsipala,3171.0,62.89650820080928,4835.027323860777
2024-08-18,Antananarivo,Tsipala,3177.0,45.334495641123674,4830.896857086564
2024-08-25,Antananarivo,Tsipala,3190.0,73.6770868811679,4839.039839347841
2024-09-01,Antananarivo,Tsipala,3117.0,52.08581862378418,4865.2872360946785
2024-09-08,Antananarivo,Tsipala,3154.0,34.087170817165976,4850.163095804191
2024-09-15,Antananarivo,Tsipala,3128.0,30.736413987790073,4846.87033343975
2024-09-22,Antananarivo,Tsipala,3134.0,41.727917257002645,4862.453458027507
2024-09-29,Antananarivo,Tsipala,3052.0,41.68112995003414,4868.608492044327
2024-10-06,Antananarivo,Tsipala,3012.0,35.63973551506932,4875.7576721740315
2024-10-13,Antananarivo,Tsipala,3039.0,19.241454344207085,4859.3440200404575
2024-10-20,Antananarivo,Tsipala,2904.0,56.776551684230775,4875.6681488317745
2024-10-27,Antananarivo,Tsipala,2986.0,83.2518377515417,4858.008761135464
2024-11-03,Antananarivo,Tsipala,2909.0,52.3100797390326,4879.586562255935
2024-11-10,Antananarivo,Tsipala,2917.0,47.453858183678726,4883.016419735879
2024-11-17,Antananarivo,Tsipala,2919.0,61.81647834873789,4895.967309092319
2024-11-24,Antananarivo,Tsipala,2950.0,63.68576534555899,4897.273506397365
2024-12-01,Antananarivo,Tsipala,2937.0,91.87333520744505,4880.326708464755
2024-12-08,Antananarivo,Tsipala,2930.0,67.5562974831486,4907.0726693353545
2024-12-15,Antananarivo,Tsipala,2847.0,89.7520143331688,4903.299654400973
2024-12-22,Antananarivo,Tsipala,2948.0,106.02618689981291,4909.55872055096
2024-12-29,Antananarivo,Tsipala,2933.0,107.54169215724768,4910.8070662638675
2020-01-05,Antananarivo,Riz Importé,2225.0,95.48631056754843,4010.4061860600978
2020-01-12,Antananarivo,Riz Importé,2219.0,115.59496470398398,4005.7940324783144
2020-01-19,Antananarivo,Riz Importé,2259.0,101.77319243650344,4015.9697443862046
2020-01-26,Antananarivo,Riz Importé,2339.0,106.4617370067688,4016.9039718491167
2020-02-02,Antananarivo,Riz Importé,2388.0,142.19422527020845,4001.5876609263914
2020-02-09,Antananarivo,Riz Importé,2445.0,127.5461099415026,4013.1003708759345
2020-02-16,Antananarivo,Riz Importé,2484.0,167.18719537023895,4021.6970231473183
2020-02-23,Antananarivo,Riz Importé,2548.0,166.9841197559912,4031.872525329432
2020-03-01,Antananarivo,Riz Importé,2481.0,141.04635695095467,4025.076803506617
2020-03-08,Antananarivo,Riz Importé,2656.0,138.91379312065118,4054.8328932164977
2020-03-15,Antananarivo,Riz Importé,2713.0,133.94437358417167,4025.5791346524506
2020-03-22,Antananarivo,Riz Importé,2631.0,138.60429209556474,4057.011659419467
2020-03-29,Antananarivo,Riz Importé,2698.0,132.4238915463111,4030.8521609528348
2020-04-05,Antananarivo,Riz Importé,2722.0,137.05047463826924,4030.3246286798462
2020-04-12,Antananarivo,Riz Importé,2706.0,143.54427851668143,4043.001711234571
2020-04-19,Antananarivo,Riz Importé,2761.0,174.4006059639767,4061.97984119857
2020-04-26,Antananarivo,Riz Importé,2804.0,137.23289053634673,4053.342243035457
2020-05-03,Antananarivo,Riz Importé,2691.0,142.67231312617366,4062.556143612512
2020-05-10,Antananarivo,Riz Importé,2770.0,135.8650341925918,4065.029921129361
2020-05-17,Antananarivo,Riz Importé,2928.0,139.18863775603063,4076.52416458672
2020-05-24,Antananarivo,Riz Importé,2929.0,115.63394837146613,4063.35130457376
2020-05-31,Antananarivo,Riz Importé,2869.0,150.79338711570097,4070.3963362180793
2020-06-07,Antananarivo,Riz Importé,2833.0,149.38389865307786,4074.583015485835
2020-06-14,Antananarivo,Riz Importé,2870.0,86.7265786556026,4062.805414046834
2020-06-21,Antananarivo,Riz Importé,2840.0,106.04608547441909,4056.9651987023844
2020-06-28,Antananarivo,Riz Importé,2837.0,108.94314871866032,4070.0125392386362
2020-07-05,Antananarivo,Riz Importé,2944.0,114.98759947298143,4102.103489799143
2020-07-12,Antananarivo,Riz Importé,2803.0,71.11519305394992,4094.1082762939377
2020-07-19,Antananarivo,Riz Importé,2801.0,81.95939848140371,4100.735938163394
2020-07-26,Antananarivo,Riz Importé,2730.0,59.475681644385816,4097.619020929004
2020-08-02,Antananarivo,Riz Importé,3364.0,74.91710807849017,4100.885068554378
2020-08-09,Antananarivo,Riz Importé,3231.0,52.320160631336975,4098.792477124369
2020-08-16,Antananarivo,Riz Importé,2762.0,112.69904075644499,4125.003131921356
2020-08-23,Antananarivo,Riz Importé,2662.0,38.08572838785791,4103.880675083437
2020-08-30,Antananarivo,Riz Importé,2612.0,34.20815921115172,4110.418527541034
2020-09-06,Antananarivo,Riz Importé,2603.0,44.04242926954507,4112.4239930533995
2020-09-13,Antananarivo,Riz Importé,2515.0,68.89420274695512,4129.6962035433935
2020-09-20,Antananarivo,Riz Importé,2527.0,86.05917366991206,4134.517189930277
2020-09-27,Antananarivo,Riz Importé,2597.0,36.675921763151976,4123.4249471668445
2020-10-04,Antananarivo,Riz Importé,2562.0,56.96775901721097,4126.054257801433
2020-10-11,Antananarivo,Riz Importé,2366.0,58.66083412203689,4136.12100791316
2020-10-18,Antananarivo,Riz Importé,2485.0,40.869153538513665,4130.561805981955
2020-10-25,Antananarivo,Riz Importé,2351.0,71.89797755097533,4150.40508092742
2020-11-01,Antananarivo,Riz Importé,2406.0,34.936685483369715,4155.17826725236
2020-11-08,Antananarivo,Riz Importé,2492.0,59.88558458044323,4149.341779210804
2020-11-15,Antananarivo,Riz Importé,2443.0,50.97212811342991,4180.157126904957
2020-11-22,Antananarivo,Riz Importé,2384.0,62.23960317610212,4175.97776541242
2020-11-29,Antananarivo,Riz Importé,2457.0,96.68455252574024,4186.760188857667
2020-12-06,Antananarivo,Riz Importé,2387.0,46.525491052203485,4162.683380996803
2020-12-13,Antananarivo,Riz Importé,2408.0,68.69786261772748,4154.807106531261
2020-12-20,Antananarivo,Riz Importé,2420.0,63.33035897545994,4174.642103140617
2020-12-27,Antananarivo,Riz Importé,2463.0,110.17597876915691,4181.3359001152285
2021-01-03,Antananarivo,Riz Importé,2575.0,92.17334095711479,4179.28544264548
2021-01-10,Antananarivo,Riz Importé,2510.0,107.45570996679803,4197.10493537394
2021-01-17,Antananarivo,Riz Importé,2441.0,129.6525569919703,4176.400185215617
2021-01-24,Antananarivo,Riz Importé,2555.0,106.18463373974538,4196.171701602334
2021-01-31,Antananarivo,Riz Importé,2509.0,149.33796062303952,4200.782022619018
2021-02-07,Antananarivo,Riz Importé,2684.0,128.51813656285623,4211.445634311841
2021-02-14,Antananarivo,Riz Importé,2692.0,158.3106738663795,4208.095362954359
2021-02-21,Antananarivo,Riz Importé,2704.0,164.64797688921675,4213.667987979895
2021-02-28,Antananarivo,Riz Importé,2620.0,147.76223604708608,4206.729474412459
2021-03-07,Antananarivo,Riz Importé,2772.0,142.70582955766415,4197.578564722056
2021-03-14,Antananarivo,Riz Importé,2848.0,173.63459501569758,4235.387684237664
2021-03-21,Antananarivo,Riz Importé,2831.0,151.94108371209106,4218.268403658191
2021-03-28,Antananarivo,Riz Importé,2907.0,138.57870437503738,4223.289073743127
2021-04-04,Antananarivo,Riz Importé,2911.0,86.18775625844881,4234.326360835687
2021-04-11,Antananarivo,Riz Importé,2932.0,129.09648871251503,4220.370903175469
2021-04-18,Antananarivo,Riz Importé,2920.0,151.49650554295226,4235.7310608458765
2021-04-25,Antananarivo,Riz Importé,3051.0,177.05360555983845,4227.129276234305
2021-05-02,Antananarivo,Riz Importé,3000.0,116.24047071164713,4230.177172445227
2021-05-09,Antananarivo,Riz Importé,3044.0,123.89534792922527,4243.161531192781
2021-05-16,Antananarivo,Riz Importé,3058.0,155.43021600508467,4245.889059015374
2021-05-23,Antananarivo,Riz Importé,2973.0,154.38037927195643,4251.650202498859
2021-05-30,Antananarivo,Riz Importé,3031.0,154.90763613593367,4263.928312447284
2021-06-06,Antananarivo,Riz Importé,3143.0,89.69597516582053,4263.711437497621
2021-06-13,Antananarivo,Riz Importé,3086.0,112.22833219071897,4273.746958567969
2021-06-20,Antananarivo,Riz Importé,3111.0,138.72789437696449,4265.612861766196
2021-06-27,Antananarivo,Riz Importé,3078.0,73.80488527341592,4251.434120275311
2021-07-04,Antananarivo,Riz Importé,3060.0,116.27717196326307,4265.460864706333
2021-07-11,Antananarivo,Riz Importé,2995.0,90.9644432008307,4275.757533340156
2021-07-18,Antananarivo,Riz Importé,3003.0,50.86124560726931,4281.78650728589
2021-07-25,Antananarivo,Riz Importé,3072.0,102.10892465697769,4272.463621287506
2021-08-01,Antananarivo,Riz Importé,2967.0,60.95154517115799,4298.624582865923
2021-08-08,Antananarivo,Riz Importé,3018.0,74.33597428794306,4285.350407406793
2021-08-15,Antananarivo,Riz Importé,2945.0,77.87261179621375,4295.864879539669
2021-08-22,Antananarivo,Riz Importé,2821.0,32.2336701882478,4311.841327232336
2021-08-29,Antananarivo,Riz Importé,2850.0,21.198976202790156,4310.435668819007
2021-09-05,Antananarivo,Riz Importé,2765.0,53.56474653112606,4294.720197894575
2021-09-12,Antananarivo,Riz Importé,2773.0,58.74363421457423,4307.6961451049
2021-09-19,Antananarivo,Riz Importé,3413.0,90.08449816825686,4306.2412032410475
2021-09-26,Antananarivo,Riz Importé,2722.0,53.61759057075329,4320.108629891483
2021-10-03,Antananarivo,Riz Importé,2682.0,26.131624166030935,4333.009275482792
2021-10-10,Antananarivo,Riz Importé,2751.0,33.96505670439198,4318.384114194244
2021-10-17,Antananarivo,Riz Importé,2663.0,37.3780667582527,4347.150560678066
2021-10-24,Antananarivo,Riz Importé,2678.0,17.030470605287157,4338.197033140843
2021-10-31,Antananarivo,Riz Importé,2562.0,58.190043522913086,4341.116361244979
2021-11-07,Antananarivo,Riz Importé,2598.0,44.5172043972489,4331.597032128924
2021-11-14,Antananarivo,Riz Importé,2682.0,36.09803923722443,4344.555892418359
2021-11-21,Antananarivo,Riz Importé,2654.0,67.3111597681107,4334.687292260477
2021-11-28,Antananarivo,Riz Importé,2604.0,84.49494856705799,4348.454817315533
2021-12-05,Antananarivo,Riz Importé,2580.0,89.55276160268775,4341.864696506338
2021-12-12,Antananarivo,Riz Importé,2616.0,33.291595210988035,4360.320694900626
2021-12-19,Antananarivo,Riz Importé,2614.0,117.328026770519,4356.166198555616
2021-12-26,Antananarivo,Riz Importé,2591.0,87.64024028182705,4380.415533022047
2022-01-02,Antananarivo,Riz Importé,2605.0,104.35397191952298,4358.104326160076
2022-01-09,Antananarivo,Riz Importé,2607.0,97.07206977067027,4361.426455667878
2022-01-16,Antananarivo,Riz Importé,2697.0,120.11472491966377,4383.083478175736
2022-01-23,Antananarivo,Riz Importé,2745.0,146.97381126405847,4378.941983272906
2022-01-30,Antananarivo,Riz Importé,2821.0,94.25684065534547,4395.467389375083
2022-02-06,Antananarivo,Riz Importé,2916.0,147.517076793636,4387.2374442100445
2022-02-13,Antananarivo,Riz Importé,2777.0,162.360634257089,4390.542247039461
2022-02-20,Antananarivo,Riz Importé,2914.0,115.65057114914211,4387.384911728571
2022-02-27,Antananarivo,Riz Importé,2879.0,131.68725860560255,4386.518336440307
2022-03-06,Antananarivo,Riz Importé,2953.0,133.76939074566596,4366.205513099977
2022-03-13,Antananarivo,Riz Importé,3101.0,143.32443847724483,4400.891112166039
2022-03-20,Antananarivo,Riz Importé,3122.0,186.83819097074507,4404.066937282465
2022-03-27,Antananarivo,Riz Importé,3126.0,191.86941186859337,4411.963970691177
2022-04-03,Antananarivo,Riz Importé,3087.0,145.60424848566714,4408.586004424908
2022-04-10,Antananarivo,Riz Importé,3139.0,116.68178116248359,4414.196002626671
2022-04-17,Antananarivo,Riz Importé,3222.0,106.06058859140096,4428.03590343317
2022-04-24,Antananarivo,Riz Importé,3270.0,93.39658252278053,4416.765621324554
2022-05-01,Antananarivo,Riz Importé,3174.0,133.28094805930124,4438.801951988634
2022-05-08,Antananarivo,Riz Importé,3277.0,112.44737643978878,4421.338714113925
2022-05-15,Antananarivo,Riz Importé,3285.0,125.7715434529712,4435.614995753619
2022-05-22,Antananarivo,Riz Importé,3369.0,114.15290439848398,4420.878175224722
2022-05-29,Antananarivo,Riz Importé,3281.0,128.28597996465425,4432.482158071884
2022-06-05,Antananarivo,Riz Importé,3214.0,110.0774719146602,4451.779017394533
2022-06-12,Antananarivo,Riz Importé,3367.0,81.5176939146613,4448.847700645569
2022-06-19,Antananarivo,Riz Importé,3299.0,113.87040034563181,4444.337583025218
2022-06-26,Antananarivo,Riz Importé,3330.0,60.39046070377866,4456.5274480749085
2022-07-03,Antananarivo,Riz Importé,3128.0,106.67806044580098,4446.716025452063
2022-07-10,Antananarivo,Riz Importé,3206.0,69.23244086582683,4456.5206227101535
2022-07-17,Antananarivo,Riz Importé,3318.0,109.6707236883033,4444.674559756457
2022-07-24,Antananarivo,Riz Importé,3185.0,56.333547689268926,4486.458435018091
2022-07-31,Antananarivo,Riz Importé,3244.0,99.77985344443957,4462.759012876743
2022-08-07,Antananarivo,Riz Importé,3180.0,49.06321584568116,4486.264964500196
2022-08-14,Antananarivo,Riz Importé,3121.0,60.71842664879109,4500.4150434216945
2022-08-21,Antananarivo,Riz Importé,3048.0,30.44838085316374,4482.9670997760495
2022-08-28,Antananarivo,Riz Importé,3168.0,58.16899556355427,4480.721120184493
2022-09-04,Antananarivo,Riz Importé,3042.0,57.669599496378176,4485.368719474843
2022-09-11,Antananarivo,Riz Importé,2913.0,69.91385889638102,4511.205681204305
2022-09-18,Antananarivo,Riz Importé,2995.0,52.23269200540319,4495.790746882057
2022-09-25,Antananarivo,Riz Importé,2971.0,75.30651279100665,4500.916706156153
2022-10-02,Antananarivo,Riz Importé,2905.0,53.89261377312294,4487.79938911288
2022-10-09,Antananarivo,Riz Importé,2878.0,37.91633325189865,4496.507843829111
2022-10-16,Antananarivo,Riz Importé,2947.0,78.33978435702531,4526.703675021443
2022-10-23,Antananarivo,Riz Importé,2760.0,23.839987463057607,4511.941242677893
2022-10-30,Antananarivo,Riz Importé,2867.0,48.28082118075264,4525.18379333694
2022-11-06,Antananarivo,Riz Importé,2823.0,57.27595123535162,4527.994190326779
2022-11-13,Antananarivo,Riz Importé,2847.0,86.15796625981525,4511.76621161973
2022-11-20,Antananarivo,Riz Importé,2830.0,62.035804565021984,4529.508913752125
2022-11-27,Antananarivo,Riz Importé,2882.0,72.39189072076864,4536.321300015315
2022-12-04,Antananarivo,Riz Importé,2744.0,61.4536053087897,4515.073183844891
2022-12-11,Antananarivo,Riz Importé,2794.0,85.35130705709538,4533.709067149838
2022-12-18,Antananarivo,Riz Importé,2825.0,104.1062918749189,4549.544121122194
2022-12-25,Antananarivo,Riz Importé,2773.0,89.16181316905228,4554.447628618769
2023-01-01,Antananarivo,Riz Importé,2888.0,101.30474649864446,4531.390750613484
2023-01-08,Antananarivo,Riz Importé,2963.0,87.9060842602835,4541.156769545084
2023-01-15,Antananarivo,Riz Importé,2934.0,96.10176559095954,4546.6172303430285
2023-01-22,Antananarivo,Riz Importé,2916.0,133.36994135083435,4560.715460835366
2023-01-29,Antananarivo,Riz Importé,2974.0,93.77293491871086,4548.430215248577
2023-02-05,Antananarivo,Riz Importé,2948.0,128.33986147256533,4555.3899913637115
2023-02-12,Antananarivo,Riz Importé,2979.0,126.17533940269108,4574.172835811588
2023-02-19,Antananarivo,Riz Importé,3094.0,148.9312418694014,4574.9477380783155
2023-02-26,Antananarivo,Riz Importé,3072.0,118.8706036641606,4586.2977422452195
2023-03-05,Antananarivo,Riz Importé,3162.0,188.84968811092227,4573.89960731243
2023-03-12,Antananarivo,Riz Importé,3157.0,144.41481921473098,4584.406541364121
2023-03-19,Antananarivo,Riz Importé,3269.0,160.5134639836503,4583.078534630595
2023-03-26,Antananarivo,Riz Importé,3286.0,157.74927444817607,4580.780366728749
2023-04-02,Antananarivo,Riz Importé,3248.0,166.3989966678466,4590.8531139496745
2023-04-09,Antananarivo,Riz Importé,3342.0,145.48116063884078,4613.06516210662
2023-04-16,Antananarivo,Riz Importé,3313.0,140.52629203180862,4600.286947168105
2023-04-23,Antananarivo,Riz Importé,3458.0,148.3582138840214,4620.065346714593
2023-04-30,Antananarivo,Riz Importé,3485.0,140.9663215271322,4610.833592447055
2023-05-07,Antananarivo,Riz Importé,3484.0,150.28792113696005,4618.373272918208
2023-05-14,Antananarivo,Riz Importé,3502.0,130.75936591854764,4606.782539580439
2023-05-21,Antananarivo,Riz Importé,3487.0,134.21231040852004,4617.872955498232
2023-05-28,Antananarivo,Riz Importé,3433.0,111.24104904458324,4618.096249410946
2023-06-04,Antananarivo,Riz Importé,3497.0,102.3436276699811,4619.970386231257
2023-06-11,Antananarivo,Riz Importé,3617.0,119.44063051247608,4625.083302146434
2023-06-18,Antananarivo,Riz Importé,3414.0,107.12567244724404,4620.136732360749
2023-06-25,Antananarivo,Riz Importé,3437.0,57.34067225507641,4644.263875396088
2023-07-02,Antananarivo,Riz Importé,3447.0,51.0255850020003,4628.296083662463
2023-07-09,Antananarivo,Riz Importé,3395.0,101.6264153425814,4642.523268148841
2023-07-16,Antananarivo,Riz Importé,3445.0,104.82125893747354,4639.319359975093
2023-07-23,Antananarivo,Riz Importé,3354.0,134.87719317858136,4654.4552334896525
2023-07-30,Antananarivo,Riz Importé,3512.0,87.46991560813476,4658.026923848188
2023-08-06,Antananarivo,Riz Importé,3359.0,83.91923604542492,4662.117271294077
2023-08-13,Antananarivo,Riz Importé,3260.0,64.91716941319987,4657.492907801346
2023-08-20,Antananarivo,Riz Importé,3230.0,77.87294283379252,4664.330448201365
2023-08-27,Antananarivo,Riz Importé,3255.0,73.93568107257558,4656.852103900295
2023-09-03,Antananarivo,Riz Importé,3179.0,59.78494320238168,4685.12010396272
2023-09-10,Antananarivo,Riz Importé,3166.0,57.135862961067076,4673.661091439379
2023-09-17,Antananarivo,Riz Importé,3147.0,52.08960954441575,4670.018860517743
2023-09-24,Antananarivo,Riz Importé,3123.0,63.282507265439044,4660.412726289063
2023-10-01,Antananarivo,Riz Importé,3110.0,54.92078229671116,4692.744989488655
2023-10-08,Antananarivo,Riz Importé,3053.0,73.16706461059167,4687.1003309004755
2023-10-15,Antananarivo,Riz Importé,2977.0,54.69167124843955,4682.724829281162
2023-10-22,Antananarivo,Riz Importé,3018.0,35.33279406830577,4672.970509793278
2023-10-29,Antananarivo,Riz Importé,3038.0,71.68538266280903,4708.75258737089
2023-11-05,Antananarivo,Riz Importé,3001.0,81.44002865521759,4688.008627656517
2023-11-12,Antananarivo,Riz Importé,2997.0,71.54604029843459,4693.8926112166455
2023-11-19,Antananarivo,Riz Importé,2920.0,65.071441828049,4694.092111338494
2023-11-26,Antananarivo,Riz Importé,2970.0,49.61872270061825,4695.6822169450315
2023-12-03,Antananarivo,Riz Importé,2979.0,77.00701513774399,4726.588833732895
2023-12-10,Antananarivo,Riz Importé,3728.0,87.17494097969555,4728.055369736494
2023-12-17,Antananarivo,Riz Importé,3004.0,81.2947620849234,4736.799401079435
2023-12-24,Antananarivo,Riz Importé,2973.0,106.26876592044863,4737.043135329386
2023-12-31,Antananarivo,Riz Importé,3030.0,134.9537492856597,4718.5004204575325
2024-01-07,Antananarivo,Riz Importé,3130.0,97.17829777654721,4725.278721627433
2024-01-14,Antananarivo,Riz Importé,3064.0,98.34754291298279,4726.75728822683
2024-01-21,Antananarivo,Riz Importé,3168.0,138.88676021287176,4738.837253917622
2024-01-28,Antananarivo,Riz Importé,3250.0,170.78131632023792,4743.6116616947
2024-02-04,Antananarivo,Riz Importé,3270.0,125.77559510398558,4759.84540208717
2024-02-11,Antananarivo,Riz Importé,3299.0,166.34170965199598,4751.105467634411
2024-02-18,Antananarivo,Riz Importé,3292.0,141.7155330527857,4754.9781127951455
2024-02-25,Antananarivo,Riz Importé,3372.0,144.8324607105437,4762.723011975867
2024-03-03,Antananarivo,Riz Importé,3373.0,181.54411767339272,4755.155192874504
2024-03-10,Antananarivo,Riz Importé,3312.0,162.37519032549744,4782.21167620569
2024-03-17,Antananarivo,Riz Importé,3464.0,198.59552969800674,4774.51514318877
2024-03-24,Antananarivo,Riz Importé,3513.0,105.5777877349351,4747.016329620374
2024-03-31,Antananarivo,Riz Importé,3371.0,160.270517487195,4769.671830155751
2024-04-07,Antananarivo,Riz Importé,3468.0,171.92024527874065,4779.384808113639
2024-04-14,Antananarivo,Riz Importé,3530.0,143.86028620964655,4782.648957538382
2024-04-21,Antananarivo,Riz Importé,3523.0,116.04234781453748,4786.523179057305
2024-04-28,Antananarivo,Riz Importé,3546.0,132.80339414865819,4782.123254188065
2024-05-05,Antananarivo,Riz Importé,3692.0,178.82913913688228,4807.190684811081
